onboarded_month,user_login_month,count_user_login,auth_month,registration_status,primary_act_holder_member_id,transfer_amount,deposit_amount,deposit_count,transaction_amount,transfer_count
2021-04-25,2021-02-10,90,2021-12-17,activated,392,1190.17,1286.76,86,8.28,32
2021-02-07,2021-12-15,18,2021-04-19,pending,243,1653.13,387.25,40,55.48,49
2021-08-01,2021-05-25,81,2021-12-29,onboarded,796,330.8,1324.67,24,92.24,84
2021-05-30,2021-10-25,18,2021-04-18,pending,103,1309.67,87.89,86,86.56,100
2021-01-11,2021-04-28,98,2021-11-13,onboarded,359,439.92,462.18,24,64.38,90
2021-06-10,2021-05-02,46,2021-07-01,onboarded,993,1559.7,1231.87,19,5.36,29
2021-04-02,2021-12-09,38,2021-07-18,activated,394,1255.92,1507.38,34,62.83,88
2021-08-07,2021-03-13,69,2021-01-09,activated,475,1470.13,1454.83,89,45.49,19
2021-04-03,2021-05-31,20,2021-03-15,pending,317,1815.88,1090.36,78,5.5,56
2021-08-03,2021-02-13,25,2021-02-14,activated,157,125.38,969.78,48,62.65,33
2021-06-27,2021-02-13,19,2021-07-11,onboarded,642,1063.18,636.99,66,10.86,73
2021-01-24,2021-07-20,65,2021-05-16,onboarded,651,1182.8,1722.47,55,95.26,42
2021-12-13,2021-10-15,17,2021-10-07,onboarded,278,746.99,1721.96,36,11.71,49
2021-12-18,2021-10-26,82,2021-06-09,onboarded,245,483.92,1589.84,17,91.52,35
2021-02-16,2021-02-19,2,2021-12-18,activated,569,407.79,1579.42,75,79.79,56
2021-10-16,2021-10-08,2,2021-07-06,onboarded,885,565.68,1322.51,68,97.2,72
2021-02-01,2021-07-24,95,2021-08-06,activated,282,1317.81,557.74,12,31.72,63
2021-03-30,2021-04-28,64,2021-04-07,activated,336,569.12,119.53,49,70.37,3
2021-06-23,2021-07-24,59,2021-05-20,activated,585,1537.2,1286.28,89,59.25,97
2021-12-20,2021-01-21,63,2021-02-07,onboarded,810,1687.89,124.14,38,83.4,23
2021-04-13,2021-07-05,84,2021-04-30,activated,399,501.19,1024.7,59,27.16,33
2021-06-23,2021-09-21,36,2021-03-25,pending,834,482.47,1343.29,33,38.51,34
2021-10-18,2021-05-14,60,2021-09-23,onboarded,638,1471.38,205.21,8,76.87,52
2021-05-03,2021-03-15,39,2021-02-05,onboarded,442,1778.99,742.12,39,44.22,19
2021-09-30,2021-03-04,83,2021-07-22,onboarded,526,1866.95,1132.91,8,7.2,62
2021-05-15,2021-03-03,89,2021-05-31,pending,808,560.13,1459.91,51,47.72,11
2021-10-07,2021-08-03,5,2021-08-10,onboarded,338,6.41,506.15,38,11.82,20
2021-09-05,2021-11-07,48,2021-11-27,onboarded,803,1321.37,30.14,41,84.54,83
2021-01-16,2021-02-05,91,2021-12-30,activated,607,1590.17,726.5,53,84.94,47
2021-07-11,2021-09-04,34,2021-04-16,activated,809,754.15,1556.16,10,30.31,95
2021-05-17,2021-05-09,54,2021-03-19,onboarded,563,587.78,405.29,99,89.35,65
2021-05-30,2021-11-06,45,2021-06-07,activated,424,1217.82,614.62,31,51.66,50
2021-11-18,2021-08-16,66,2021-09-17,onboarded,293,1687.97,720.29,65,25.12,64
2021-02-19,2021-09-23,29,2021-01-03,onboarded,320,633.47,258.29,23,82.65,77
2021-02-21,2021-02-02,64,2021-11-13,onboarded,356,1131.4,958.13,23,29.27,84
2021-07-22,2021-07-07,59,2021-05-08,onboarded,950,46.42,1396.96,60,32.45,76
2021-05-26,2021-04-22,51,2021-06-10,onboarded,88,781.63,1329.32,77,42.43,29
2021-07-19,2021-07-24,84,2021-02-17,onboarded,314,1690.1,31.86,45,5.53,46
2021-11-14,2021-11-28,59,2021-04-06,onboarded,336,1803.23,524.79,65,77.67,30
2021-03-25,2021-07-14,15,2021-02-13,activated,460,621.69,1213.86,28,40.9,95
2021-01-03,2021-01-31,69,2021-01-31,onboarded,645,1836.45,1768.96,35,81.5,66
2021-03-17,2021-02-11,69,2021-01-14,activated,551,1019.11,641.96,15,37.23,36
2021-03-05,2021-07-25,98,2021-07-26,activated,177,347.16,1827.24,5,17.7,34
2021-09-29,2021-07-07,90,2021-08-27,onboarded,63,1948.6,1539.99,21,91.77,12
2021-11-07,2021-11-02,42,2021-03-01,onboarded,826,1206.81,198.86,11,49.2,74
2021-05-29,2021-10-23,79,2021-04-30,onboarded,233,26.61,1506.43,96,62.12,68
2021-04-29,2021-06-18,41,2021-01-15,onboarded,967,1338.78,685.43,3,86.74,60
2021-09-25,2021-03-20,91,2021-05-20,onboarded,138,494.2,1368.86,72,61.36,46
2021-03-05,2021-08-08,43,2021-02-14,activated,103,426.16,494.8,9,30.23,75
2021-07-20,2021-08-21,3,2021-11-27,onboarded,203,1617.1,1184.29,39,4.57,33
2021-02-03,2021-05-28,26,2021-08-06,onboarded,455,1440.98,558.67,10,78.37,20
2021-05-14,2021-12-03,99,2021-10-09,onboarded,409,864.95,876.91,73,16.2,94
2021-03-18,2021-07-27,65,2021-07-07,activated,65,1657.28,1426.24,1,82,65
2021-02-10,2021-08-31,52,2021-03-21,activated,942,362.2,1399.12,77,73.1,64
2021-02-22,2021-05-08,82,2021-01-10,onboarded,85,1929.93,123.1,62,74.47,36
2021-07-12,2021-05-12,1,2021-01-19,onboarded,198,716.38,971.73,46,75.62,75
2021-03-13,2021-04-19,46,2021-12-21,activated,959,736.25,120.28,40,95.7,46
2021-10-10,2021-08-25,4,2021-06-26,activated,929,98.85,1521.57,2,24.36,2
2021-11-12,2021-04-06,94,2021-02-09,activated,674,561.34,487.51,51,37.2,96
2021-01-07,2021-09-03,19,2021-03-05,activated,153,483.49,1586.4,59,63.81,6
2021-09-21,2021-02-26,71,2021-12-06,onboarded,347,1451.1,385.59,35,5.48,10
2021-12-26,2021-01-11,16,2021-03-19,onboarded,907,1060.53,1480.9,36,83.26,47
2021-01-25,2021-07-22,52,2021-05-07,onboarded,807,1287.26,820.51,25,49.62,32
2021-04-04,2021-02-05,29,2021-05-18,onboarded,485,1632.78,1148.29,84,9.17,46
2021-04-07,2021-08-12,63,2021-06-11,onboarded,622,1817.7,1018.43,93,11.67,94
2021-05-05,2021-07-20,68,2021-11-24,activated,398,208.73,1954.57,76,39.26,62
2021-10-31,2021-03-31,42,2021-06-06,onboarded,915,530.7,331.59,28,48.89,46
2021-10-09,2021-05-18,36,2021-10-08,onboarded,128,163.6,1500.92,20,7.68,4
2021-11-21,2021-11-23,14,2021-09-17,activated,33,693.16,1766.59,81,20.8,64
2021-01-31,2021-06-11,30,2021-12-16,onboarded,882,1316.48,49.65,84,23.69,16
2021-03-02,2021-12-06,61,2021-01-03,onboarded,548,1605.11,548.23,84,63.2,25
2021-03-10,2021-02-24,94,2021-04-16,pending,232,1889.92,1207.75,30,99.54,3
2021-11-14,2021-12-09,67,2021-03-03,onboarded,51,1417.22,1150.68,72,73.8,78
2021-11-26,2021-10-26,36,2021-04-28,onboarded,608,1623.12,50.91,32,52.34,8
2021-08-27,2021-11-12,25,2021-06-02,activated,11,1937.22,763.14,78,97.35,13
2021-06-16,2021-06-01,46,2021-12-17,activated,724,642.12,1918.81,7,49,40
2021-12-18,2021-08-30,16,2021-06-18,onboarded,37,495.2,480.42,68,76.95,44
2021-12-07,2021-05-25,14,2021-02-23,onboarded,939,499.91,777.44,43,94.79,32
2021-10-14,2021-04-17,95,2021-11-27,onboarded,922,101.77,1936.55,72,52.47,21
2021-06-15,2021-03-03,21,2021-05-15,onboarded,597,1158.44,1149.1,46,24.9,43
2021-03-01,2021-01-23,79,2021-07-28,pending,6,1948.35,909.28,90,47.82,20
2021-09-05,2021-06-12,55,2021-08-26,onboarded,680,1422.47,241.1,85,80.99,17
2021-12-17,2021-03-13,13,2021-02-01,onboarded,571,872.62,553.24,43,51.85,94
2021-01-31,2021-11-29,83,2021-09-01,pending,692,922.34,1895.56,94,13.49,10
2021-02-12,2021-12-09,25,2021-10-09,onboarded,232,615.44,566.86,99,81.94,5
2021-08-01,2021-01-04,14,2021-03-25,pending,321,337.5,501.62,41,71.77,62
2021-10-17,2021-11-29,54,2021-03-24,activated,278,668.2,373.82,59,24,43
2021-12-01,2021-01-12,53,2021-04-25,activated,910,1383.79,1003.23,48,82.7,7
2021-02-10,2021-05-05,82,2021-08-29,onboarded,198,1455.56,1459.88,98,51.92,84
2021-06-16,2021-06-25,42,2021-09-26,pending,952,862.74,557.88,49,17.42,92
2021-12-18,2021-07-22,71,2021-01-25,activated,392,874.3,1022.56,14,66.53,95
2021-06-01,2021-06-24,66,2021-07-24,activated,18,982.29,1499.92,5,57.48,56
2021-04-23,2021-09-29,36,2021-03-14,onboarded,179,117.9,400.5,28,40.4,47
2021-01-12,2021-06-14,43,2021-08-14,activated,181,1272.13,1627.8,85,33.9,100
2021-10-23,2021-11-09,75,2021-08-19,activated,505,1415.58,1503.41,20,53.2,89
2021-08-24,2021-08-05,5,2021-10-06,onboarded,220,459.33,1738.62,71,62.53,5
2021-08-25,2021-06-06,66,2021-05-17,activated,939,1587.5,1457.97,100,69.21,12
2021-07-01,2021-10-30,30,2021-05-13,onboarded,363,577.69,1554.67,34,84.68,82
2021-09-12,2021-03-30,52,2021-03-18,pending,994,1750.4,533.3,44,66.28,82
2021-12-26,2021-10-16,100,2021-06-26,onboarded,699,1508.65,26.93,33,6.77,81
2021-06-16,2021-05-12,81,2021-03-15,activated,123,201.63,1592.63,68,3.14,66
2021-04-20,2021-08-18,34,2021-11-13,activated,256,1474.4,1242.81,80,76.51,35
2021-12-23,2021-08-21,83,2021-05-07,onboarded,384,294.68,824.91,25,78.3,56
2021-09-10,2021-02-17,52,2021-10-23,onboarded,536,1661.49,942.27,43,17.43,67
2021-09-15,2021-05-12,48,2021-04-16,onboarded,845,1649.16,1186.66,95,28.7,1
2021-06-06,2021-07-26,41,2021-09-22,activated,279,1881.6,1935.54,100,13.55,8
2021-05-02,2021-02-24,71,2021-04-08,onboarded,685,1568.86,1456.82,93,17.83,59
2021-08-05,2021-02-16,60,2021-04-23,onboarded,301,401,369.34,44,20.81,78
2021-05-22,2021-02-02,61,2021-03-15,onboarded,789,1217.36,129.9,2,68.63,72
2021-11-22,2021-04-17,68,2021-05-06,onboarded,861,267.24,704.43,56,61.4,55
2021-07-15,2021-03-23,99,2021-08-25,activated,417,934.14,1974.83,25,39.42,85
2021-02-06,2021-01-03,31,2021-07-18,activated,397,1425.96,1433.6,87,24.71,60
2021-12-28,2021-03-05,99,2021-03-26,onboarded,181,1491.36,628.63,10,46.12,98
2021-09-15,2021-05-09,24,2021-04-05,activated,450,390.79,862.48,13,94.6,46
2021-07-30,2021-09-12,44,2021-07-05,onboarded,803,1119.24,1752.54,53,31.24,17
2021-07-31,2021-07-22,60,2021-10-25,activated,424,556.94,603.17,78,53.58,12
2021-07-15,2021-04-13,83,2021-11-18,onboarded,336,168.54,218.28,89,77.34,63
2021-04-12,2021-11-27,4,2021-03-23,activated,143,1133.61,1552.26,25,92.26,65
2021-03-02,2021-11-14,14,2021-07-19,pending,750,238.1,659.16,96,13.73,44
2021-01-21,2021-12-23,51,2021-05-17,onboarded,542,791.5,1859.63,21,34.2,86
2021-05-13,2021-06-19,92,2021-04-12,onboarded,698,624.98,1272.13,33,97.94,93
2021-12-14,2021-02-28,44,2021-09-03,pending,356,928.28,1118.4,50,7.1,96
2021-02-27,2021-10-31,63,2021-04-11,onboarded,187,400.75,123.84,70,2.88,47
2021-08-29,2021-01-25,39,2021-03-10,pending,184,856.55,1014.31,96,19.69,73
2021-05-01,2021-02-04,56,2021-11-05,onboarded,486,1796.63,951.3,37,35.2,10
2021-07-29,2021-04-06,87,2021-07-13,onboarded,355,1266.75,1898.54,61,8.59,63
2021-08-02,2021-05-07,63,2021-01-10,activated,115,923.2,5.17,8,35.54,78
2021-08-17,2021-03-19,29,2021-02-16,onboarded,510,1675.86,1509.88,71,65.88,29
2021-05-16,2021-11-13,27,2021-06-20,onboarded,45,1225.28,147.73,95,99.9,4
2021-04-27,2021-12-13,25,2021-01-29,activated,812,725.41,1157.67,28,87.2,21
2021-06-30,2021-01-12,72,2021-10-30,onboarded,163,1310.75,1226.29,6,10.43,55
2021-12-01,2021-11-17,50,2021-04-11,onboarded,230,1396.31,1162.43,98,83.7,64
2021-02-09,2021-02-04,55,2021-05-12,activated,643,331.54,1499.59,60,5.79,82
2021-12-16,2021-08-10,23,2021-08-18,onboarded,981,184.45,654.23,63,61.45,86
2021-05-02,2021-07-18,78,2021-08-17,onboarded,616,394.99,407.83,37,68.91,11
2021-04-28,2021-02-06,15,2021-03-07,onboarded,206,1369.19,746.5,58,22.7,36
2021-12-24,2021-07-11,18,2021-02-13,onboarded,16,1909.55,1598.94,86,40.6,64
2021-08-11,2021-07-06,21,2021-05-15,activated,836,1189.81,793.58,16,32.5,7
2021-09-22,2021-05-16,9,2021-12-17,onboarded,365,1210.3,465.13,40,85.7,10
2021-05-06,2021-03-25,45,2021-08-03,onboarded,193,1709.15,965.4,16,31.73,42
2021-02-19,2021-04-21,40,2021-07-16,activated,584,859.8,471.66,19,95.98,70
2021-02-12,2021-07-26,81,2021-05-09,onboarded,398,1996.25,778.13,77,3.79,21
2021-10-19,2021-09-17,91,2021-12-24,onboarded,740,1648.88,1590.21,47,36.95,92
2021-05-12,2021-03-15,47,2021-12-20,pending,957,1069.54,1171.36,89,71.7,3
2021-01-18,2021-04-05,34,2021-12-27,onboarded,3,757.2,932.17,18,22.78,33
2021-12-22,2021-03-17,72,2021-01-09,onboarded,794,450.2,987.45,5,7.13,72
2021-09-13,2021-10-13,78,2021-03-19,pending,379,788.35,1317.32,74,54.2,57
2021-04-12,2021-10-05,10,2021-12-21,onboarded,899,1168.93,620.17,11,36.75,67
2021-06-23,2021-02-23,61,2021-11-16,onboarded,228,1342.98,1647.18,42,67.76,46
2021-03-20,2021-07-04,76,2021-10-12,onboarded,400,1758.85,297,76,34.14,24
2021-04-09,2021-03-26,51,2021-04-30,activated,511,1887.34,15.97,24,13.46,52
2021-07-15,2021-10-02,69,2021-01-28,onboarded,52,1822.64,1739.36,86,73.53,77
2021-09-14,2021-07-26,54,2021-08-02,onboarded,427,1070.13,1117.68,75,90,84
2021-11-27,2021-08-11,31,2021-01-05,pending,864,1400.85,1701.43,13,76.82,69
2021-03-30,2021-12-20,1,2021-06-07,onboarded,923,1999.31,413.9,37,24.2,6
2021-01-29,2021-03-02,20,2021-03-17,onboarded,254,719.71,431.72,93,97.59,27
2021-11-07,2021-01-15,89,2021-08-24,activated,573,1138.44,1100.35,26,40.57,45
2021-08-01,2021-10-17,68,2021-11-19,activated,97,1620.54,997.64,89,41.2,84
2021-01-06,2021-03-16,96,2021-08-07,onboarded,612,60.54,570.19,72,27.53,57
2021-11-22,2021-07-02,67,2021-12-08,activated,562,885.93,416.16,41,24.46,86
2021-11-29,2021-10-11,5,2021-07-06,onboarded,598,502.82,997.26,92,96.52,86
2021-05-18,2021-07-09,53,2021-08-04,activated,748,1505.42,1345.96,52,97.63,64
2021-10-19,2021-06-05,25,2021-10-10,onboarded,108,829.45,969.7,63,32.43,13
2021-12-21,2021-07-25,54,2021-01-14,onboarded,684,843.96,496.74,65,96.38,79
2021-04-17,2021-12-15,84,2021-12-20,pending,466,601.59,761.64,52,33.86,78
2021-07-20,2021-10-05,58,2021-05-29,onboarded,696,525.12,1609.6,96,52.64,78
2021-11-05,2021-07-01,79,2021-08-15,activated,95,303.44,781.3,83,1.96,33
2021-04-01,2021-02-08,1,2021-11-21,pending,314,951.63,483.49,76,86.52,86
2021-04-22,2021-07-31,29,2021-06-19,onboarded,236,99.5,224.63,80,9.79,97
2021-07-02,2021-10-23,9,2021-07-13,onboarded,207,526.73,335.11,39,54.18,64
2021-09-07,2021-02-21,49,2021-03-19,onboarded,401,802.81,847.98,46,11.65,6
2021-06-22,2021-06-23,35,2021-06-27,activated,208,1257.37,621.93,3,79.7,62
2021-04-13,2021-05-31,97,2021-02-28,onboarded,871,1004.85,1264.94,54,18.26,41
2021-12-29,2021-07-19,18,2021-09-25,activated,193,1299.64,1365.98,7,31.12,23
2021-07-08,2021-06-19,93,2021-03-11,activated,821,125.74,736.3,51,15.55,41
2021-03-14,2021-05-02,2,2021-07-29,onboarded,702,1012.28,1948.1,28,86.63,62
2021-07-15,2021-01-30,15,2021-01-29,activated,263,850.7,1378.83,57,43.7,31
2021-11-30,2021-08-10,78,2021-02-18,onboarded,718,673.82,1075.53,6,28.16,69
2021-01-01,2021-03-25,63,2021-07-02,activated,694,1806.28,192.74,95,6.83,65
2021-03-23,2021-11-13,54,2021-12-10,onboarded,740,797.9,25.18,92,13.9,50
2021-11-20,2021-08-09,20,2021-02-14,onboarded,242,908.5,816.91,37,60.6,52
2021-03-14,2021-07-09,76,2021-11-18,onboarded,367,234.15,815.93,93,40.79,8
2021-03-03,2021-05-09,88,2021-06-02,onboarded,199,824.64,1971.42,23,74.71,28
2021-10-26,2021-11-05,91,2021-11-13,onboarded,959,1410.72,1209.6,56,91.58,15
2021-12-14,2021-05-13,43,2021-12-17,onboarded,384,1668.45,726.49,8,23.89,33
2021-08-21,2021-05-10,70,2021-10-24,onboarded,978,612.95,1804.55,26,90.72,56
2021-01-14,2021-09-28,59,2021-06-07,onboarded,200,53.92,1827.99,99,76.78,24
2021-07-29,2021-05-20,96,2021-12-21,activated,865,930.19,229.34,7,58.43,2
2021-12-07,2021-01-06,61,2021-04-08,pending,959,282.22,1112.43,93,60.18,14
2021-02-21,2021-05-28,68,2021-12-30,onboarded,653,1994.67,1477.5,86,67.57,10
2021-03-07,2021-02-27,1,2021-11-11,activated,718,537.2,1849.52,43,46.4,5
2021-10-14,2021-01-08,24,2021-10-07,activated,594,1439.1,166.81,70,78.94,32
2021-01-20,2021-06-10,48,2021-03-16,onboarded,156,1492.77,244.92,83,69.22,6
2021-01-03,2021-03-11,94,2021-02-01,onboarded,263,1859.31,355.54,42,81.32,76
2021-02-20,2021-12-30,86,2021-12-24,onboarded,499,203.12,323.52,53,71.18,9
2021-01-27,2021-07-28,53,2021-07-04,activated,3,1734.88,1152.5,36,84.44,41
2021-01-29,2021-08-14,42,2021-06-21,activated,371,587.8,1149.8,60,52.57,74
2021-09-29,2021-03-24,40,2021-03-23,activated,566,776,1593.36,98,90.2,83
2021-04-05,2021-07-20,39,2021-11-19,activated,3,1570.3,1648.81,9,91.55,49
2021-01-26,2021-11-07,86,2021-11-03,onboarded,170,522.94,18.4,86,62.46,65
2021-10-02,2021-11-23,83,2021-07-28,activated,767,508.52,1772.22,89,92.4,53
2021-09-10,2021-09-05,70,2021-05-16,onboarded,955,841.69,1840.76,57,97.32,33
2021-06-01,2021-11-22,84,2021-01-31,activated,97,290.22,646.78,79,83.17,28
2021-06-15,2021-05-03,28,2021-03-21,activated,218,373.44,1542.25,76,45.58,84
2021-04-09,2021-06-01,48,2021-08-10,onboarded,241,1054.87,1164.75,81,30.45,54
2021-06-23,2021-05-13,96,2021-06-21,activated,447,1480.95,1429.31,20,74.55,43
2021-09-29,2021-02-18,31,2021-10-02,onboarded,551,1937.57,539.15,52,33.55,58
2021-06-09,2021-06-19,39,2021-01-04,pending,71,610.87,1464.48,42,21.19,61
2021-05-06,2021-07-17,12,2021-06-13,onboarded,985,1176.32,407.33,35,27.13,6
2021-10-27,2021-09-02,100,2021-08-20,activated,380,245.47,1838.77,65,82.73,83
2021-04-13,2021-03-29,33,2021-08-06,onboarded,396,147.36,1823.39,87,38.44,76
2021-06-29,2021-03-18,86,2021-11-26,onboarded,876,1312.96,1537.35,64,92.76,95
2021-11-30,2021-04-23,8,2021-02-17,onboarded,987,1310.5,76.43,46,84.8,56
2021-07-17,2021-02-09,79,2021-05-06,activated,440,348.86,684.78,59,7.95,100
2021-01-05,2021-07-26,68,2021-06-06,activated,389,1446.53,1935.5,84,16.88,65
2021-01-04,2021-11-02,98,2021-04-20,activated,619,121.98,661.19,21,90.6,100
2021-06-11,2021-07-18,53,2021-09-27,onboarded,750,616.47,1283.5,84,54.46,81
2021-04-15,2021-08-15,87,2021-02-04,onboarded,386,728.96,379.66,41,77.65,71
2021-07-25,2021-04-02,95,2021-06-24,onboarded,716,1964.44,296.86,8,97.35,69
2021-12-23,2021-04-24,41,2021-03-05,activated,205,1519.93,620.18,96,27.98,15
2021-10-09,2021-11-26,38,2021-07-12,onboarded,529,69.42,6.5,76,57.23,72
2021-02-28,2021-12-03,97,2021-08-28,onboarded,626,1212.22,1566.79,63,40.74,91
2021-07-15,2021-08-31,14,2021-05-18,onboarded,348,435.1,177.85,13,94.49,94
2021-07-09,2021-07-20,54,2021-01-20,onboarded,267,1248.63,298.36,47,15.86,47
2021-04-24,2021-08-27,54,2021-01-16,onboarded,934,520.68,1195.69,49,55.97,80
2021-08-26,2021-08-05,49,2021-11-10,activated,698,295.65,285.54,45,50.97,96
2021-11-02,2021-09-11,81,2021-06-13,pending,671,1458.12,1617.6,47,34.57,34
2021-05-24,2021-01-08,53,2021-08-21,onboarded,241,696.37,1929.35,52,68.84,31
2021-04-21,2021-12-26,89,2021-12-28,onboarded,419,493.58,1932.95,76,95.47,77
2021-12-19,2021-06-27,4,2021-03-26,onboarded,194,148.95,99.26,47,19.34,67
2021-10-06,2021-01-26,3,2021-08-03,onboarded,257,1849.1,1232.34,31,56.42,55
2021-03-11,2021-07-30,44,2021-08-03,activated,443,1664.7,976.48,46,82.77,28
2021-10-07,2021-04-26,3,2021-12-30,pending,756,120.1,674.39,94,14.14,77
2021-11-25,2021-03-12,15,2021-08-29,onboarded,716,1737.52,324.27,30,72.52,8
2021-10-12,2021-06-21,5,2021-08-05,onboarded,888,1771.23,1283.33,12,42.1,64
2021-06-28,2021-01-19,21,2021-08-18,onboarded,854,1551.95,1377.76,55,5.93,32
2021-07-11,2021-11-11,36,2021-10-28,pending,61,838.32,835.61,73,41.88,12
2021-02-26,2021-03-10,43,2021-09-01,onboarded,866,1315.38,766.87,68,12.18,54
2021-12-09,2021-12-25,44,2021-11-16,onboarded,235,1086.81,1645.34,36,50.14,98
2021-09-06,2021-02-22,87,2021-03-07,onboarded,24,670.34,936.96,7,33.56,28
2021-07-03,2021-11-27,11,2021-11-12,activated,75,1985.76,668.38,45,98.75,100
2021-01-13,2021-01-05,72,2021-07-03,onboarded,885,241.83,853.4,70,17.1,37
2021-02-16,2021-03-02,66,2021-12-17,pending,66,953.57,366.55,92,54.4,49
2021-12-15,2021-03-22,28,2021-02-13,onboarded,759,879.86,856.52,61,75.1,76
2021-01-10,2021-07-17,95,2021-11-19,pending,97,103.31,1718.97,87,94.1,64
2021-07-14,2021-12-09,69,2021-02-01,activated,410,1137.9,1105.37,18,8.38,72
2021-08-28,2021-10-21,21,2021-04-16,activated,47,759.64,346.17,53,50.62,70
2021-05-22,2021-08-20,43,2021-03-19,onboarded,870,592.6,219.91,78,76.3,12
2021-07-19,2021-01-15,49,2021-01-27,onboarded,132,980.4,1735.78,13,45.14,56
2021-04-23,2021-03-23,38,2021-09-30,onboarded,67,1774.71,1212.2,48,50.71,71
2021-03-28,2021-11-19,69,2021-01-19,activated,191,1950.71,1482,54,5.71,7
2021-12-22,2021-08-25,95,2021-04-28,onboarded,83,885.87,1783.76,41,87.18,47
2021-02-09,2021-06-20,96,2021-01-15,onboarded,313,1340.54,388.63,38,19.64,75
2021-09-02,2021-03-17,9,2021-02-25,activated,784,844.32,46.32,37,33.47,46
2021-03-16,2021-05-07,98,2021-02-22,onboarded,566,1489.29,1565.4,77,97.42,25
2021-01-16,2021-05-12,66,2021-03-12,onboarded,825,153,436.15,79,12.37,29
2021-01-29,2021-07-19,83,2021-10-14,activated,221,286.9,1019.45,2,61.71,82
2021-08-27,2021-04-24,22,2021-09-14,pending,559,1727.16,316.62,22,65.6,38
2021-05-23,2021-10-15,60,2021-01-12,onboarded,315,1956.73,50.1,86,16.6,13
2021-02-14,2021-07-09,99,2021-08-05,onboarded,721,1531.15,689.91,5,26.93,16
2021-03-31,2021-05-27,25,2021-03-06,onboarded,507,1916.33,758.47,3,99.26,86
2021-12-15,2021-04-02,81,2021-05-06,activated,984,640.44,604.5,45,69.2,78
2021-10-03,2021-06-01,67,2021-04-01,onboarded,873,1512.23,1178.64,84,85.77,73
2021-09-04,2021-09-28,5,2021-07-14,onboarded,575,180.32,1237.77,56,53.98,96
2021-05-17,2021-02-23,76,2021-08-11,activated,12,762.51,1879.7,2,68.24,81
2021-05-26,2021-08-30,62,2021-03-10,onboarded,232,1877.46,997.46,95,33.27,9
2021-02-16,2021-07-12,12,2021-12-17,activated,156,1173.11,601.12,54,32.8,84
2021-01-31,2021-09-11,19,2021-02-24,onboarded,374,1262.49,1759.79,20,2.51,49
2021-06-19,2021-03-07,44,2021-12-18,onboarded,861,516.75,1394.74,92,12.82,27
2021-07-12,2021-03-19,73,2021-11-10,onboarded,99,1247.8,483.32,3,37.8,14
2021-06-07,2021-03-10,60,2021-02-05,activated,285,1022,29.4,95,2.71,9
2021-06-02,2021-03-18,25,2021-05-12,pending,623,94.36,595.82,18,30.9,15
2021-07-18,2021-08-24,28,2021-10-20,onboarded,877,1459.79,1045.36,70,80.55,18
2021-12-22,2021-06-08,13,2021-01-06,activated,606,763.35,126.6,94,33.11,24
2021-11-07,2021-01-20,93,2021-05-02,activated,598,554.35,1518.34,24,37.66,36
2021-08-05,2021-01-16,13,2021-10-19,activated,35,1605.41,1219.89,83,48,83
2021-12-13,2021-11-22,92,2021-05-22,onboarded,59,1375.1,985.1,24,72.84,34
2021-09-11,2021-02-16,15,2021-08-11,onboarded,411,218.21,1817.25,21,82.89,51
2021-01-30,2021-02-10,76,2021-09-27,activated,305,318.75,747.97,38,54.59,12
2021-02-01,2021-03-20,93,2021-10-14,onboarded,292,735.32,862.1,4,98.94,46
2021-09-03,2021-02-07,34,2021-11-02,onboarded,366,1395.32,1351.42,35,69.8,37
2021-08-11,2021-08-22,9,2021-06-03,onboarded,34,911.33,1842.3,73,59.64,4
2021-03-24,2021-02-17,78,2021-03-29,onboarded,687,638.78,1163.96,75,39.25,81
2021-10-14,2021-05-31,86,2021-04-30,onboarded,959,50.5,247.34,6,12.7,5
2021-04-03,2021-12-09,7,2021-06-29,onboarded,102,1376.97,149.49,11,66.55,26
2021-08-27,2021-06-28,1,2021-08-10,activated,843,298.13,21.82,63,21.27,3
2021-03-16,2021-11-21,86,2021-10-10,activated,49,1187.7,363.89,5,80.53,8
2021-12-07,2021-12-11,65,2021-08-26,activated,874,17.58,1546.79,60,6.28,14
2021-07-03,2021-07-06,71,2021-04-21,onboarded,321,1433.4,1173.72,39,41.93,97
2021-05-10,2021-04-08,74,2021-08-05,onboarded,440,125.53,1338.67,55,88.81,90
2021-05-13,2021-07-08,56,2021-04-14,activated,654,187.36,325.61,12,38.84,84
2021-10-15,2021-03-13,34,2021-01-05,onboarded,473,1004,198.59,51,35.78,91
2021-02-26,2021-07-19,12,2021-10-14,activated,507,1563.42,1100.54,71,51.91,23
2021-01-17,2021-07-17,13,2021-12-05,pending,683,143.22,673.26,92,94.77,86
2021-02-05,2021-12-24,90,2021-11-07,activated,380,1429.37,396.45,21,21.66,58
2021-07-05,2021-10-09,18,2021-05-03,activated,742,507.91,57.4,29,31.45,58
2021-11-14,2021-11-07,95,2021-04-01,activated,900,284.48,119.2,22,44.81,97
2021-08-13,2021-03-13,36,2021-09-16,activated,155,1512.87,562.32,10,98.52,76
2021-12-04,2021-04-17,90,2021-03-14,onboarded,762,866.44,169.6,18,44.61,22
2021-01-04,2021-11-21,73,2021-03-03,onboarded,457,1430.23,1941.82,76,61.42,49
2021-07-30,2021-12-22,25,2021-01-11,onboarded,88,1160.7,1446.51,33,17.26,34
2021-08-25,2021-05-17,81,2021-03-18,onboarded,757,1763.35,789.29,19,50.32,58
